Ages,Gender,Height,Weight,Activity Level,Dietary Preference,BMI,Obesity Level,Goal
36,Female,193,95,Moderately Active,Vegetarian,25.5,overweight,loss_weight
62,Female,163,63,Extremely Active,Vegan,23.71,healthy weight,mainten_weight
64,Female,158,95,Very Active,Vegetarian,38.05,obese,loss_weight
46,Female,199,75,Extremely Active,Vegetarian,18.94,healthy weight,mainten_weight
59,Male,162,99,Sedentary,Vegetarian,37.72,obese,loss_weight
23,Female,184,100,Moderately Active,Omnivore,29.54,overweight,loss_weight
56,Male,177,99,Extremely Active,Omnivore,31.6,obese,loss_weight
18,Male,163,61,Sedentary,Vegan,22.96,healthy weight,mainten_weight
56,Female,157,100,Very Active,Vegetarian,40.57,severely obese,loss_weight
62,Male,186,86,Extremely Active,Omnivore,24.86,healthy weight,mainten_weight
27,Male,179,72,Moderately Active,Vegan,22.47,healthy weight,mainten_weight
33,Male,200,80,Lightly Active,Vegan,20.0,healthy weight,mainten_weight
50,Female,197,73,Extremely Active,Vegetarian,18.81,healthy weight,mainten_weight
34,Female,162,61,Extremely Active,Vegetarian,23.24,healthy weight,mainten_weight
21,Male,159,94,Very Active,Vegan,37.18,obese,loss_weight
43,Female,187,84,Lightly Active,Vegetarian,24.02,healthy weight,mainten_weight
42,Female,200,74,Sedentary,Vegetarian,18.5,healthy weight,mainten_weight
22,Male,194,100,Extremely Active,Vegetarian,26.57,overweight,loss_weight
36,Female,163,51,Moderately Active,Omnivore,19.2,healthy weight,mainten_weight
58,Female,154,72,Lightly Active,Vegetarian,30.36,obese,loss_weight
52,Female,184,94,Lightly Active,Vegan,27.76,overweight,loss_weight
30,Female,162,60,Extremely Active,Vegan,22.86,healthy weight,mainten_weight
35,Female,172,99,Very Active,Vegetarian,33.46,obese,loss_weight
26,Male,182,92,Sedentary,Vegetarian,27.77,overweight,loss_weight
27,Male,157,100,Moderately Active,Vegetarian,40.57,severely obese,loss_weight
21,Male,182,75,Extremely Active,Vegetarian,22.64,healthy weight,mainten_weight
19,Male,175,79,Sedentary,Vegan,25.8,overweight,loss_weight
56,Female,176,92,Sedentary,Omnivore,29.7,overweight,loss_weight
39,Male,181,92,Lightly Active,Vegetarian,28.08,overweight,loss_weight
25,Male,179,88,Very Active,Vegetarian,27.46,overweight,loss_weight
64,Female,183,61,Very Active,Vegan,18.21,underweight,gain_weight
25,Male,169,79,Sedentary,Vegetarian,27.66,overweight,loss_weight
39,Female,183,50,Very Active,Vegan,14.93,underweight,gain_weight
63,Female,175,75,Moderately Active,Vegan,24.49,healthy weight,mainten_weight
25,Female,182,62,Moderately Active,Vegetarian,18.72,healthy weight,mainten_weight
63,Male,160,68,Very Active,Vegan,26.56,overweight,loss_weight
64,Female,167,66,Very Active,Omnivore,23.67,healthy weight,mainten_weight
31,Female,184,67,Lightly Active,Vegetarian,19.79,healthy weight,mainten_weight
45,Female,177,61,Sedentary,Omnivore,19.47,healthy weight,mainten_weight
61,Male,171,56,Very Active,Vegetarian,19.15,healthy weight,mainten_weight
22,Female,155,51,Moderately Active,Vegan,21.23,healthy weight,mainten_weight
39,Female,197,61,Lightly Active,Omnivore,15.72,underweight,gain_weight
64,Female,152,76,Lightly Active,Vegetarian,32.89,obese,loss_weight
50,Female,150,96,Sedentary,Vegan,42.67,severely obese,loss_weight
48,Female,184,68,Sedentary,Omnivore,20.09,healthy weight,mainten_weight
22,Male,177,82,Very Active,Vegan,26.17,overweight,loss_weight
38,Male,160,77,Lightly Active,Vegetarian,30.08,obese,loss_weight
47,Male,186,66,Sedentary,Vegetarian,19.08,healthy weight,mainten_weight
60,Male,184,71,Lightly Active,Vegan,20.97,healthy weight,mainten_weight
68,Female,191,98,Lightly Active,Omnivore,26.86,overweight,loss_weight
41,Female,164,99,Very Active,Vegan,36.81,obese,loss_weight
65,Female,156,51,Lightly Active,Vegetarian,20.96,healthy weight,mainten_weight
69,Male,158,82,Sedentary,Vegetarian,32.85,obese,loss_weight
55,Male,173,69,Sedentary,Vegan,23.05,healthy weight,mainten_weight
38,Male,161,69,Lightly Active,Vegan,26.62,overweight,loss_weight
25,Male,150,85,Moderately Active,Vegan,37.78,obese,loss_weight
57,Female,151,64,Sedentary,Vegan,28.07,overweight,loss_weight
56,Female,188,57,Lightly Active,Vegetarian,16.13,underweight,gain_weight
23,Male,182,60,Very Active,Vegetarian,18.11,underweight,gain_weight
20,Female,195,90,Extremely Active,Vegetarian,23.67,healthy weight,mainten_weight
47,Female,150,85,Very Active,Vegan,37.78,obese,loss_weight
35,Female,185,90,Sedentary,Omnivore,26.3,overweight,loss_weight
54,Male,152,78,Very Active,Vegan,33.76,obese,loss_weight
46,Male,189,53,Very Active,Vegetarian,14.84,underweight,gain_weight
59,Male,165,68,Lightly Active,Vegan,24.98,healthy weight,mainten_weight
46,Male,178,98,Very Active,Omnivore,30.93,obese,loss_weight
39,Male,179,78,Moderately Active,Vegetarian,24.34,healthy weight,mainten_weight
40,Male,182,75,Lightly Active,Vegetarian,22.64,healthy weight,mainten_weight
42,Male,168,77,Lightly Active,Omnivore,27.28,overweight,loss_weight
39,Female,196,74,Extremely Active,Vegan,19.26,healthy weight,mainten_weight
34,Male,155,86,Lightly Active,Omnivore,35.8,obese,loss_weight
23,Male,163,86,Moderately Active,Omnivore,32.37,obese,loss_weight
62,Female,153,60,Moderately Active,Vegan,25.63,overweight,loss_weight
69,Male,164,87,Sedentary,Vegan,32.35,obese,loss_weight
30,Male,159,65,Very Active,Vegan,25.71,overweight,loss_weight
60,Male,166,63,Moderately Active,Vegan,22.86,healthy weight,mainten_weight
43,Male,199,68,Very Active,Vegetarian,17.17,underweight,gain_weight
68,Female,195,87,Very Active,Vegetarian,22.88,healthy weight,mainten_weight
39,Male,155,85,Lightly Active,Omnivore,35.38,obese,loss_weight
54,Male,172,62,Sedentary,Omnivore,20.96,healthy weight,mainten_weight
54,Male,174,70,Moderately Active,Vegetarian,23.12,healthy weight,mainten_weight
52,Male,169,100,Very Active,Omnivore,35.01,obese,loss_weight
53,Female,187,66,Extremely Active,Vegetarian,18.87,healthy weight,mainten_weight
54,Female,161,69,Moderately Active,Omnivore,26.62,overweight,loss_weight
30,Male,157,52,Lightly Active,Omnivore,21.1,healthy weight,mainten_weight
45,Female,197,96,Lightly Active,Vegan,24.74,healthy weight,mainten_weight
56,Female,185,90,Very Active,Vegetarian,26.3,overweight,loss_weight
65,Female,183,52,Lightly Active,Omnivore,15.53,underweight,gain_weight
25,Male,154,54,Moderately Active,Omnivore,22.77,healthy weight,mainten_weight
25,Male,180,63,Extremely Active,Omnivore,19.44,healthy weight,mainten_weight
59,Male,163,52,Moderately Active,Omnivore,19.57,healthy weight,mainten_weight
28,Male,166,91,Very Active,Vegan,33.02,obese,loss_weight
52,Female,172,90,Very Active,Vegan,30.42,obese,loss_weight
46,Male,181,87,Lightly Active,Omnivore,26.56,overweight,loss_weight
58,Female,171,78,Lightly Active,Omnivore,26.67,overweight,loss_weight
37,Male,184,76,Lightly Active,Omnivore,22.45,healthy weight,mainten_weight
35,Female,193,100,Extremely Active,Vegetarian,26.85,overweight,loss_weight
58,Male,167,56,Very Active,Vegan,20.08,healthy weight,mainten_weight
49,Female,175,71,Sedentary,Vegetarian,23.18,healthy weight,mainten_weight
62,Male,198,75,Sedentary,Vegan,19.13,healthy weight,mainten_weight
47,Female,166,97,Moderately Active,Vegan,35.2,obese,loss_weight
32,Male,158,66,Lightly Active,Omnivore,26.44,overweight,loss_weight
61,Female,169,68,Extremely Active,Omnivore,23.81,healthy weight,mainten_weight
44,Male,184,79,Sedentary,Vegan,23.33,healthy weight,mainten_weight
43,Female,160,83,Extremely Active,Vegan,32.42,obese,loss_weight
24,Male,178,83,Moderately Active,Omnivore,26.2,overweight,loss_weight
29,Male,166,99,Very Active,Omnivore,35.93,obese,loss_weight
45,Male,156,79,Lightly Active,Vegan,32.46,obese,loss_weight
39,Female,172,60,Extremely Active,Vegan,20.28,healthy weight,mainten_weight
52,Male,197,68,Sedentary,Omnivore,17.52,underweight,gain_weight
21,Male,193,74,Extremely Active,Vegetarian,19.87,healthy weight,mainten_weight
22,Male,157,80,Extremely Active,Omnivore,32.46,obese,loss_weight
38,Male,185,79,Sedentary,Vegetarian,23.08,healthy weight,mainten_weight
45,Female,151,78,Lightly Active,Omnivore,34.21,obese,loss_weight
38,Female,157,93,Sedentary,Vegan,37.73,obese,loss_weight
48,Male,160,64,Lightly Active,Vegetarian,25.0,overweight,loss_weight
21,Female,188,94,Lightly Active,Omnivore,26.6,overweight,loss_weight
69,Female,194,77,Extremely Active,Vegan,20.46,healthy weight,mainten_weight
68,Male,157,82,Moderately Active,Omnivore,33.27,obese,loss_weight
30,Female,183,90,Extremely Active,Vegan,26.87,overweight,loss_weight
20,Male,163,70,Very Active,Omnivore,26.35,overweight,loss_weight
66,Female,164,90,Very Active,Omnivore,33.46,obese,loss_weight
28,Male,151,79,Very Active,Omnivore,34.65,obese,loss_weight
68,Female,187,50,Sedentary,Omnivore,14.3,underweight,gain_weight
30,Female,154,97,Very Active,Vegan,40.9,severely obese,loss_weight
70,Male,176,52,Extremely Active,Omnivore,16.79,underweight,gain_weight
20,Male,179,94,Moderately Active,Vegan,29.34,overweight,loss_weight
23,Male,187,83,Moderately Active,Vegetarian,23.74,healthy weight,mainten_weight
29,Female,173,88,Moderately Active,Omnivore,29.4,overweight,loss_weight
54,Male,159,70,Moderately Active,Omnivore,27.69,overweight,loss_weight
48,Male,170,76,Moderately Active,Vegan,26.3,overweight,loss_weight
68,Male,184,90,Extremely Active,Vegetarian,26.58,overweight,loss_weight
65,Female,192,88,Extremely Active,Omnivore,23.87,healthy weight,mainten_weight
32,Female,151,92,Sedentary,Omnivore,40.35,severely obese,loss_weight
46,Female,156,80,Extremely Active,Vegan,32.87,obese,loss_weight
70,Female,170,52,Moderately Active,Vegetarian,17.99,underweight,gain_weight
50,Male,155,60,Moderately Active,Omnivore,24.97,healthy weight,mainten_weight
35,Female,152,88,Moderately Active,Omnivore,38.09,obese,loss_weight
41,Female,157,54,Sedentary,Vegetarian,21.91,healthy weight,mainten_weight
63,Female,166,56,Moderately Active,Vegan,20.32,healthy weight,mainten_weight
51,Male,178,53,Moderately Active,Vegan,16.73,underweight,gain_weight
32,Female,160,58,Lightly Active,Vegetarian,22.66,healthy weight,mainten_weight
52,Male,153,65,Lightly Active,Vegetarian,27.77,overweight,loss_weight
40,Male,198,74,Sedentary,Vegan,18.88,healthy weight,mainten_weight
21,Male,183,59,Moderately Active,Vegan,17.62,underweight,gain_weight
19,Female,196,52,Very Active,Omnivore,13.54,underweight,gain_weight
45,Male,157,53,Moderately Active,Vegetarian,21.5,healthy weight,mainten_weight
21,Male,175,96,Very Active,Vegan,31.35,obese,loss_weight
59,Male,179,84,Very Active,Vegetarian,26.22,overweight,loss_weight
28,Male,156,69,Lightly Active,Vegetarian,28.35,overweight,loss_weight
50,Female,186,92,Very Active,Omnivore,26.59,overweight,loss_weight
22,Female,167,91,Extremely Active,Omnivore,32.63,obese,loss_weight
30,Female,193,96,Sedentary,Vegan,25.77,overweight,loss_weight
32,Female,169,73,Sedentary,Vegan,25.56,overweight,loss_weight
67,Female,193,52,Lightly Active,Omnivore,13.96,underweight,gain_weight
51,Female,195,96,Extremely Active,Vegetarian,25.25,overweight,loss_weight
43,Male,175,82,Lightly Active,Omnivore,26.78,overweight,loss_weight
67,Male,179,69,Very Active,Vegetarian,21.53,healthy weight,mainten_weight
25,Male,170,88,Sedentary,Vegetarian,30.45,obese,loss_weight
21,Female,180,99,Extremely Active,Omnivore,30.56,obese,loss_weight
50,Male,176,62,Sedentary,Vegan,20.02,healthy weight,mainten_weight
53,Female,182,76,Sedentary,Vegan,22.94,healthy weight,mainten_weight
38,Male,150,76,Very Active,Vegan,33.78,obese,loss_weight
57,Male,165,73,Very Active,Vegan,26.81,overweight,loss_weight
40,Male,166,91,Extremely Active,Vegan,33.02,obese,loss_weight
54,Female,198,75,Sedentary,Vegetarian,19.13,healthy weight,mainten_weight
